Start;End;Sleep Quality;Regularity;Mood;Heart rate (bpm);Steps;Alarm mode;Air Pressure (Pa);City;Movements per hour;Time in bed (seconds);Time asleep (seconds);Time before sleep (seconds);Window start;Window stop;Did snore;Snore time;Weather temperature (°F);Weather type;Notes
2019-09-17 23:31:21;2019-09-18 06:10:21;81%;89%;;0;3178;Normal;100.9;;15.6;23940.5;20987.8;957.6;2019-09-18 06:05:00;2019-09-18 06:50:00;true;0.0;32.0;No weather;
2019-09-18 22:37:16;2019-09-19 05:43:24;80%;89%;;0;2914;Normal;100.8;;52.6;25567.4;21476.6;1107.9;2019-09-19 05:05:00;2019-09-19 05:50:00;true;0.0;32.0;No weather;
2019-09-19 23:09:40;2019-09-20 05:14:11;66%;87%;;0;8559;Normal;100.6;;64.2;21870.9;19392.2;145.8;2019-09-20 05:05:00;2019-09-20 05:50:00;true;0.0;32.0;No weather;
2019-09-22 22:33:32;2019-09-23 05:28:25;83%;93%;;0;754;Normal;101.1;;20.8;24893.0;23731.3;166.0;2019-09-23 04:55:00;2019-09-23 05:40:00;true;0.0;32.0;No weather;
2019-09-23 22:35:46;2019-09-24 05:20:31;80%;99%;;0;3343;Normal;101.0;;26.4;24285.8;21533.4;161.9;2019-09-24 04:55:00;2019-09-24 05:40:00;true;0.0;32.0;No weather;
2019-09-24 22:35:13;2019-09-25 05:10:01;76%;99%;;0;7312;Normal;100.9;;39.1;23687.8;22266.6;1421.3;2019-09-25 04:55:00;2019-09-25 05:40:00;true;0.0;32.0;No weather;
2019-09-25 22:23:48;2019-09-26 05:15:38;82%;98%;;0;5184;Normal;101.2;;23.7;24709.9;23556.7;164.7;2019-09-26 04:55:00;2019-09-26 05:40:00;true;0.0;32.0;No weather;
2019-09-27 01:02:39;2019-09-27 06:30:55;65%;88%;;0;7669;Normal;100.9;;22.9;19695.5;15953.4;131.3;2019-09-27 06:05:00;2019-09-27 06:50:00;true;0.0;32.0;No weather;
2019-09-29 22:35:53;2019-09-30 05:01:41;70%;67%;;0;3865;Normal;100.8;;59.1;23148.8;20139.5;154.3;2019-09-30 04:55:00;2019-09-30 05:40:00;true;0.0;32.0;No weather;
2019-09-30 23:03:40;2019-10-01 05:34:11;75%;92%;;0;4439;Normal;100.7;;39.0;23431.0;17651.4;2265.0;2019-10-01 04:55:00;2019-10-01 05:40:00;true;0.0;32.0;No weather;
2019-10-01 22:36:15;2019-10-02 05:34:26;79%;94%;;0;6153;Normal;101.0;;44.6;25091.2;24171.2;167.3;2019-10-02 04:55:00;2019-10-02 05:40:00;true;0.0;32.0;No weather;
2019-10-02 22:39:54;2019-10-03 05:07:46;78%;95%;;0;2783;Normal;101.2;;14.6;23271.4;22030.2;155.1;2019-10-03 04:55:00;2019-10-03 05:40:00;true;0.0;32.0;No weather;
2019-10-06 23:02:11;2019-10-07 05:32:49;70%;0%;;0;1105;Normal;101.4;;66.0;23438.2;22656.9;156.3;2019-10-07 04:50:00;2019-10-07 05:35:00;true;0.0;32.0;No weather;
2019-10-07 22:07:20;2019-10-08 05:25:13;84%;91%;;0;3968;Normal;100.9;;35.9;26273.4;24784.5;175.2;2019-10-08 04:50:00;2019-10-08 05:35:00;true;0.0;32.0;No weather;
2019-10-08 22:47:20;2019-10-09 05:13:45;76%;92%;;0;7478;Normal;100.7;;21.8;23184.6;21407.1;154.6;2019-10-09 04:50:00;2019-10-09 05:35:00;true;0.0;32.0;No weather;
2019-10-09 22:50:28;2019-10-10 04:58:21;67%;94%;;0;4701;Normal;100.5;;60.0;22073.2;16039.8;147.2;2019-10-10 04:50:00;2019-10-10 05:35:00;true;0.0;32.0;No weather;
2019-10-11 00:44:13;2019-10-11 06:00:13;60%;89%;;0;5005;Normal;101.4;;37.4;18959.8;18264.6;126.4;2019-10-11 05:15:00;2019-10-11 06:00:00;true;0.0;32.0;No weather;
2019-10-13 03:29:22;2019-10-13 10:00:29;67%;60%;;0;7555;No alarm;100.8;;82.8;23467.1;19634.1;156.4;;;true;0.0;32.0;No weather;
2019-10-13 23:07:05;2019-10-14 05:36:52;80%;35%;;0;3721;Normal;100.9;;5.1;23387.4;23231.4;155.9;2019-10-14 04:50:00;2019-10-14 05:35:00;true;0.0;32.0;No weather;
2019-10-14 22:33:19;2019-10-15 05:02:15;74%;59%;;0;3938;Normal;101.2;;34.5;23336.6;21858.6;155.6;2019-10-15 04:50:00;2019-10-15 05:35:00;true;0.0;32.0;No weather;
2019-10-15 22:33:32;2019-10-16 05:34:32;85%;71%;;0;7262;Normal;101.3;;7.3;25260.3;23407.9;1852.4;2019-10-16 04:50:00;2019-10-16 05:35:00;true;0.0;32.0;No weather;
2019-10-16 23:06:50;2019-10-17 04:57:30;70%;92%;;0;4375;Normal;100.7;;14.2;21039.8;20408.6;140.3;2019-10-17 04:50:00;2019-10-17 05:35:00;true;0.0;32.0;No weather;
2019-10-19 01:38:26;2019-10-19 06:31:25;44%;78%;;0;2172;Normal;96.9;;128.6;17579.1;16934.5;117.2;2019-10-19 06:15:00;2019-10-19 07:00:00;true;2846.0;32.0;No weather;
2019-10-21 00:33:42;2019-10-21 06:21:03;66%;90%;;0;2916;Normal;101.5;;35.2;20841.0;20007.4;138.9;2019-10-21 05:45:00;2019-10-21 06:30:00;true;0.0;32.0;No weather;
2019-10-22 22:33:11;2019-10-23 04:48:38;71%;54%;;0;8834;Normal;101.4;;37.5;22527.4;20725.2;150.2;2019-10-23 04:45:00;2019-10-23 05:30:00;true;0.0;32.0;No weather;
2019-10-23 22:53:26;2019-10-24 04:55:05;72%;68%;;0;6534;Normal;101.1;;13.7;21698.9;19239.7;723.3;2019-10-24 04:45:00;2019-10-24 05:30:00;true;0.0;32.0;No weather;
2019-10-24 23:29:24;2019-10-25 06:52:55;85%;79%;;0;7654;Normal;102.0;;32.8;26610.1;24303.9;177.4;2019-10-25 06:45:00;2019-10-25 07:30:00;true;0.0;32.0;No weather;
2019-10-25 22:42:30;2019-10-26 09:19:54;99%;83%;;0;4544;No alarm;101.2;;49.8;38244.0;33909.7;255.0;;;true;0.0;32.0;No weather;
2019-10-27 22:27:56;2019-10-28 05:22:44;82%;69%;;0;819;Normal;101.1;;15.9;24887.3;22481.5;2405.8;2019-10-28 04:50:00;2019-10-28 05:35:00;true;0.0;32.0;No weather;
2019-10-28 22:59:12;2019-10-29 05:12:55;64%;80%;;0;2509;Normal;101.5;;78.4;22422.9;16293.9;3512.9;2019-10-29 04:50:00;2019-10-29 05:35:00;true;0.0;32.0;No weather;
2019-10-29 23:42:25;2019-10-30 05:36:03;54%;93%;;0;7397;Normal;101.5;;126.1;21217.9;18318.1;141.5;2019-10-30 04:50:00;2019-10-30 05:35:00;true;66.0;32.0;No weather;
2019-10-30 05:36:32;2019-10-30 06:30:51;11%;0%;;0;7397;Normal;102.3;;0.0;3259.3;3237.6;21.7;2019-10-31 04:50:00;2019-10-31 05:35:00;true;0.0;32.0;No weather;
2019-10-30 23:14:29;2019-10-31 04:58:02;69%;92%;;0;4199;Normal;102.6;;8.4;20613.6;20476.2;137.4;2019-10-31 04:50:00;2019-10-31 05:35:00;true;0.0;32.0;No weather;
2019-10-31 23:32:53;2019-11-01 05:23:03;61%;92%;;0;6482;Normal;102.1;;71.9;21010.4;18769.3;140.1;2019-11-01 04:45:00;2019-11-01 05:30:00;true;523.0;32.0;No weather;
2019-11-03 22:33:06;2019-11-04 05:19:52;61%;100%;;0;4217;Normal;101.3;;126.2;24406.3;21965.7;162.7;2019-11-04 04:45:00;2019-11-04 05:30:00;true;0.0;32.0;No weather;
2019-11-04 23:09:20;2019-11-05 05:17:43;64%;96%;;0;3372;Normal;101.5;;74.6;22102.6;16355.9;147.4;2019-11-05 04:45:00;2019-11-05 05:30:00;true;0.0;32.0;No weather;
2019-11-05 22:21:21;2019-11-06 05:10:30;66%;94%;;0;8293;Normal;101.4;;102.2;24548.6;20211.7;163.7;2019-11-06 04:45:00;2019-11-06 05:30:00;true;0.0;32.0;No weather;
2019-11-06 22:28:45;2019-11-07 05:18:22;83%;96%;;0;5774;Normal;101.4;;3.3;24577.9;24414.0;163.9;2019-11-07 04:45:00;2019-11-07 05:30:00;true;0.0;32.0;No weather;
2019-11-11 22:37:24;2019-11-12 02:00:15;31%;0%;;0;2960;Normal;101.6;;125.2;12170.7;11602.7;81.1;2019-11-12 04:45:00;2019-11-12 05:30:00;true;0.0;32.0;No weather;
2019-11-12 02:01:52;2019-11-12 05:27:46;36%;0%;;0;2969;Normal;101.7;;69.7;12354.2;8236.1;3706.3;2019-11-12 04:45:00;2019-11-12 05:30:00;true;0.0;32.0;No weather;
2019-11-12 05:32:59;2019-11-12 06:08:53;7%;0%;;0;2969;Normal;101.7;;0.0;2153.9;2139.5;14.4;2019-11-12 05:45:00;2019-11-12 06:30:00;true;0.0;32.0;No weather;
2019-11-12 22:28:28;2019-11-13 05:26:59;76%;70%;;0;6762;Normal;101.5;;62.8;25111.2;20758.6;167.4;2019-11-13 04:45:00;2019-11-13 05:30:00;true;0.0;32.0;No weather;
2019-11-13 22:40:33;2019-11-14 05:13:47;69%;83%;;0;6103;Normal;101.4;;66.7;23594.5;19819.4;157.3;2019-11-14 04:45:00;2019-11-14 05:30:00;true;0.0;32.0;No weather;
2019-11-15 01:00:04;2019-11-15 07:12:54;66%;77%;;0;10462;Normal;101.5;;63.5;22370.7;18791.4;149.1;2019-11-15 06:45:00;2019-11-15 07:30:00;true;92.0;32.0;No weather;
2019-11-18 00:41:56;2019-11-18 06:31:00;67%;92%;;0;601;Normal;101.5;;30.3;20944.6;18082.2;139.6;2019-11-18 06:10:00;2019-11-18 06:55:00;true;0.0;32.0;No weather;
2019-11-19 00:39:20;2019-11-19 06:46:23;68%;98%;;0;3161;Normal;101.0;;47.3;22023.1;19380.3;146.8;2019-11-19 06:10:00;2019-11-19 06:55:00;true;0.0;32.0;No weather;
2019-11-19 22:22:44;2019-11-20 04:52:10;72%;81%;;0;7064;Normal;100.1;;29.5;23365.6;19237.7;1090.4;2019-11-20 04:45:00;2019-11-20 05:30:00;true;0.0;32.0;No weather;
2019-11-20 22:33:39;2019-11-21 05:25:23;71%;86%;;0;7350;Normal;100.8;;75.4;24703.7;20668.8;164.7;2019-11-21 04:45:00;2019-11-21 05:30:00;true;0.0;32.0;No weather;
2019-11-21 05:25:33;2019-11-21 06:20:48;11%;0%;;0;7350;Normal;101.0;;0.0;3314.6;3292.5;22.1;2019-11-21 06:00:00;2019-11-21 06:45:00;true;0.0;32.0;No weather;
2019-11-21 23:30:54;2019-11-22 08:01:01;93%;76%;;0;5328;Normal;101.9;;50.4;30607.5;26526.5;204.0;2019-11-22 07:15:00;2019-11-22 08:00:00;true;0.0;32.0;No weather;
2019-12-03 00:46:33;2019-12-03 06:55:58;66%;0%;;0;3378;Normal;102.0;;60.6;22164.8;19135.6;147.8;2019-12-03 06:15:00;2019-12-03 07:00:00;true;219.0;32.0;No weather;
2019-12-04 00:27:29;2019-12-04 06:39:44;59%;95%;;0;4604;Normal;101.7;;106.6;22335.3;18687.2;148.9;2019-12-04 06:15:00;2019-12-04 07:00:00;true;565.0;32.0;No weather;
2019-12-04 23:47:14;2019-12-05 06:47:42;71%;94%;;0;4597;Normal;101.8;;81.9;25227.4;19256.9;168.2;2019-12-05 06:05:00;2019-12-05 06:50:00;true;97.0;32.0;No weather;
2019-12-06 01:45:31;2019-12-06 08:03:26;73%;87%;;0;2982;Normal;101.9;;27.7;22675.6;20483.7;151.2;2019-12-06 07:30:00;2019-12-06 08:15:00;true;0.0;32.0;No weather;
2019-12-09 00:56:14;2019-12-09 07:22:36;66%;87%;;0;1181;Normal;101.6;;76.5;23181.7;18622.7;154.5;2019-12-09 07:30:00;2019-12-09 08:15:00;true;0.0;32.0;No weather;
2019-12-10 00:22:21;2019-12-10 06:49:07;61%;91%;;0;3205;Normal;102.1;;106.0;23206.4;19338.7;154.7;2019-12-10 06:05:00;2019-12-10 06:50:00;true;517.0;32.0;No weather;
2019-12-11 00:25:37;2019-12-11 07:06:33;74%;94%;;0;4051;Normal;102.3;;49.1;24055.8;21008.8;160.4;2019-12-11 06:40:00;2019-12-11 07:25:00;true;66.0;32.0;No weather;
2019-12-11 23:13:11;2019-12-12 07:06:37;77%;93%;;0;3865;Normal;102.3;;97.4;28405.9;20546.9;189.4;2019-12-12 06:35:00;2019-12-12 07:20:00;true;67.0;32.0;No weather;
2020-01-05 23:13:23;2020-01-06 06:51:10;79%;0%;;0;1751;Normal;102.7;;75.0;27467.5;22065.6;183.1;2020-01-06 06:05:00;2020-01-06 06:50:00;true;0.0;32.0;No weather;
2020-01-06 23:46:26;2020-01-07 06:48:28;80%;95%;;0;4653;Normal;102.6;;38.5;25321.4;22958.1;844.0;2020-01-07 06:05:00;2020-01-07 06:50:00;true;81.0;32.0;No weather;
2020-01-07 23:55:48;2020-01-08 06:43:49;75%;97%;;0;5880;Normal;101.7;;48.0;24480.6;18360.4;3100.9;2020-01-08 06:05:00;2020-01-08 06:50:00;true;0.0;32.0;No weather;
2020-01-08 23:52:38;2020-01-09 06:50:39;70%;97%;;0;6336;Normal;101.3;;83.4;25080.2;20900.1;167.2;2020-01-09 06:05:00;2020-01-09 06:50:00;true;0.0;32.0;No weather;
2020-01-09 23:26:24;2020-01-10 06:50:34;85%;98%;;0;5511;Normal;101.6;;30.0;26650.2;25673.1;177.7;2020-01-10 06:05:00;2020-01-10 06:50:00;true;0.0;32.0;No weather;
2020-01-11 02:13:10;2020-01-11 07:34:57;61%;89%;;0;6089;Normal;102.1;;37.4;19306.9;18341.6;128.7;2020-01-11 07:05:00;2020-01-11 07:50:00;true;0.0;32.0;No weather;
2020-01-12 23:03:59;2020-01-13 06:50:14;75%;69%;;0;3020;Normal;101.7;;101.6;27975.6;24245.5;1212.3;2020-01-13 06:05:00;2020-01-13 06:50:00;true;0.0;32.0;No weather;
2020-01-13 22:39:46;2020-01-14 06:46:04;84%;82%;;0;6317;Normal;101.9;;74.9;29177.6;25481.8;194.5;2020-01-14 06:05:00;2020-01-14 06:50:00;true;1771.0;32.0;No weather;
2020-01-14 23:32:23;2020-01-15 06:39:06;74%;94%;;0;6238;Normal;101.7;;72.9;25602.4;22444.8;170.7;2020-01-15 06:05:00;2020-01-15 06:50:00;true;0.0;32.0;No weather;
2020-01-15 22:58:11;2020-01-16 06:36:56;87%;94%;;0;7521;Normal;101.7;;37.8;27525.1;23579.8;183.5;2020-01-16 06:05:00;2020-01-16 06:50:00;true;0.0;32.0;No weather;
2020-01-16 23:17:28;2020-01-17 06:48:02;85%;94%;;0;6709;Normal;101.8;;38.5;27033.2;22978.2;1441.8;2020-01-17 06:05:00;2020-01-17 06:50:00;true;0.0;32.0;No weather;
2020-01-20 23:23:40;2020-01-21 06:51:05;72%;0%;;0;1555;Normal;101.8;;98.6;26844.9;22281.3;1789.7;2020-01-21 06:05:00;2020-01-21 06:50:00;true;1734.0;32.0;No weather;
2020-01-21 23:34:02;2020-01-22 06:45:42;81%;98%;;0;8573;Normal;102.1;;40.3;25900.5;21065.8;1208.7;2020-01-22 06:05:00;2020-01-22 06:50:00;true;0.0;32.0;No weather;
2020-01-23 00:08:37;2020-01-23 06:30:43;71%;95%;;0;4896;Normal;102.1;;43.2;22925.3;16811.9;2674.6;2020-01-23 06:05:00;2020-01-23 06:50:00;true;0.0;32.0;No weather;
2020-01-23 23:53:45;2020-01-24 06:50:48;70%;95%;;0;6259;Normal;101.7;;85.8;25023.3;20852.8;166.8;2020-01-24 06:05:00;2020-01-24 06:50:00;true;628.0;32.0;No weather;
2020-01-27 00:06:09;2020-01-27 06:48:50;69%;98%;;0;1747;Normal;101.8;;78.6;24161.1;19248.3;2818.8;2020-01-27 06:05:00;2020-01-27 06:50:00;true;0.0;32.0;No weather;
2020-01-27 23:42:15;2020-01-28 06:50:46;63%;96%;;0;5800;Normal;102.2;;129.1;25711.5;19540.8;171.4;2020-01-28 06:05:00;2020-01-28 06:50:00;true;0.0;32.0;No weather;
2020-01-28 23:58:17;2020-01-29 06:48:33;66%;97%;;0;5189;Normal;101.5;;97.3;24616.3;21990.5;164.1;2020-01-29 06:05:00;2020-01-29 06:50:00;true;71.0;32.0;No weather;
2020-01-29 23:40:57;2020-01-30 06:44:20;74%;97%;;0;3684;Normal;101.8;;67.2;25402.4;22862.2;169.3;2020-01-30 06:05:00;2020-01-30 06:50:00;true;0.0;32.0;No weather;
2020-01-31 00:06:41;2020-01-31 06:45:51;63%;97%;;0;5895;Normal;102.2;;105.5;23950.2;21315.6;159.7;2020-01-31 06:05:00;2020-01-31 06:50:00;true;124.0;32.0;No weather;
2020-02-02 23:16:36;2020-02-03 06:43:19;75%;93%;;0;1232;Normal;100.6;;84.5;26803.2;24212.3;178.7;2020-02-03 06:05:00;2020-02-03 06:50:00;true;74.0;32.0;No weather;
2020-02-03 23:35:52;2020-02-04 06:40:13;75%;97%;;0;7526;Normal;101.8;;63.1;25460.8;24272.7;169.7;2020-02-04 06:05:00;2020-02-04 06:50:00;true;0.0;32.0;No weather;
2020-02-04 23:01:10;2020-02-05 06:30:26;75%;95%;;0;6369;Normal;102.3;;85.3;26955.6;22013.7;179.7;2020-02-05 06:05:00;2020-02-05 06:50:00;true;0.0;32.0;No weather;
2020-02-05 23:52:34;2020-02-06 06:24:23;68%;94%;;0;4333;Normal;102.0;;74.1;23509.4;20453.2;1880.8;2020-02-06 06:05:00;2020-02-06 06:50:00;true;0.0;32.0;No weather;
2020-02-17 22:53:38;2020-02-18 05:44:17;59%;0%;;0;1497;Normal;101.3;;137.0;24639.4;20286.4;492.8;2020-02-18 05:00:00;2020-02-18 05:45:00;true;0.0;32.0;No weather;
2020-02-19 01:17:52;2020-02-19 09:42:52;80%;47%;;0;5276;Normal;101.5;;103.9;30300.2;27674.2;606.0;2020-02-19 09:00:00;2020-02-19 09:45:00;true;0.0;32.0;No weather;
2020-02-21 00:51:35;2020-02-21 07:55:18;62%;44%;;0;3178;Normal;101.6;;131.7;25423.4;20593.0;508.5;2020-02-21 07:45:00;2020-02-21 08:30:00;true;0.0;32.0;No weather;
2020-02-24 02:13:36;2020-02-24 11:57:48;82%;55%;;0;2744;Normal;102.2;;121.9;35051.6;31195.9;701.0;2020-02-24 12:45:00;2020-02-24 13:30:00;true;143.0;32.0;No weather;
2020-02-24 23:11:36;2020-02-25 05:11:07;56%;18%;;0;1205;Normal;102.0;;110.1;21570.7;17544.1;431.4;2020-02-25 04:45:00;2020-02-25 05:30:00;true;259.0;32.0;No weather;
2020-02-26 01:26:27;2020-02-26 09:38:57;78%;31%;;0;5768;Normal;103.0;;107.7;29549.8;26496.3;591.0;2020-02-26 09:45:00;2020-02-26 10:30:00;true;2100.0;32.0;No weather;
2020-02-26 23:02:34;2020-02-27 05:02:18;63%;35%;;0;1059;Normal;102.5;;72.7;21583.7;16619.5;431.7;2020-02-27 04:45:00;2020-02-27 05:30:00;true;219.0;32.0;No weather;
2020-03-02 00:43:30;2020-03-02 07:36:39;68%;0%;;0;1945;Normal;101.1;;92.8;24789.6;20905.9;495.8;2020-03-02 07:15:00;2020-03-02 08:00:00;true;0.0;32.0;No weather;
2020-03-03 00:32:24;2020-03-03 07:17:50;70%;96%;;0;2327;Normal;101.1;;75.6;24326.5;18326.0;486.5;2020-03-03 07:45:00;2020-03-03 08:30:00;true;2252.0;32.0;No weather;
2020-03-04 22:56:43;2020-03-05 05:29:18;62%;84%;;0;1689;Normal;102.1;;107.8;23555.0;18058.8;1413.3;2020-03-05 04:45:00;2020-03-05 05:30:00;true;0.0;32.0;No weather;
2020-03-09 22:55:18;2020-03-10 05:30:27;59%;0%;;0;1668;Normal;101.9;;127.0;23708.7;19046.0;474.2;2020-03-10 04:45:00;2020-03-10 05:30:00;true;733.0;32.0;No weather;
2020-03-11 23:33:38;2020-03-12 05:22:57;69%;94%;;0;266;Normal;101.4;;22.5;20959.3;14392.0;3772.7;2020-03-12 04:45:00;2020-03-12 05:30:00;true;0.0;32.0;No weather;
2020-03-13 00:27:22;2020-03-13 07:59:42;88%;82%;;0;5087;Normal;100.7;;26.0;27140.3;25783.3;723.7;2020-03-13 07:15:00;2020-03-13 08:00:00;true;0.0;32.0;No weather;
2020-03-19 01:48:06;2020-03-19 07:33:16;61%;0%;;0;974;Normal;101.2;;65.0;20710.5;15601.9;414.2;2020-03-19 07:15:00;2020-03-19 08:00:00;true;0.0;32.0;No weather;
2020-03-24 02:29:32;2020-03-24 07:50:33;61%;0%;;0;464;Normal;101.7;;38.0;19261.3;18234.0;385.2;2020-03-24 07:15:00;2020-03-24 08:00:00;true;0.0;32.0;No weather;
2020-03-26 02:09:57;2020-03-26 08:00:47;64%;96%;;0;852;Normal;101.1;;55.7;21050.4;17401.7;421.0;2020-03-26 07:15:00;2020-03-26 08:00:00;true;0.0;32.0;No weather;
2020-03-31 01:55:35;2020-03-31 08:00:23;67%;0%;;0;6208;Normal;101.7;;52.9;21888.1;20355.9;437.8;2020-03-31 07:15:00;2020-03-31 08:00:00;true;0.0;32.0;No weather;
2020-04-02 00:52:58;2020-04-02 07:56:25;80%;91%;;0;658;Normal;100.6;;39.9;25406.4;21595.4;1100.9;2020-04-02 07:15:00;2020-04-02 08:00:00;true;0.0;32.0;No weather;
2020-04-03 01:25:51;2020-04-03 07:48:25;78%;93%;;0;1012;Normal;100.9;;5.6;22954.1;21423.9;1530.3;2020-04-03 07:15:00;2020-04-03 08:00:00;true;0.0;32.0;No weather;
2020-04-07 04:06:09;2020-04-07 08:16:13;43%;0%;;0;727;Normal;101.3;;79.3;15003.3;12602.8;300.1;2020-04-07 07:45:00;2020-04-07 08:30:00;true;0.0;32.0;No weather;
2020-04-09 01:09:54;2020-04-09 07:23:14;62%;68%;;0;1563;Normal;101.7;;85.9;22399.4;17994.2;448.0;2020-04-09 07:15:00;2020-04-09 08:00:00;true;164.0;32.0;No weather;
2020-04-21 02:06:47;2020-04-21 08:13:35;70%;0%;;0;1186;Normal;101.2;;34.3;22008.2;16652.9;3594.7;2020-04-21 07:30:00;2020-04-21 08:15:00;true;0.0;32.0;No weather;
2020-04-23 02:09:41;2020-04-23 08:30:04;66%;97%;;0;1487;Normal;101.2;;69.5;22822.8;19779.8;456.5;2020-04-23 07:45:00;2020-04-23 08:30:00;true;0.0;32.0;No weather;
2020-04-28 03:15:38;2020-04-28 08:19:57;55%;0%;;0;915;Normal;100.9;;59.7;18258.4;14119.8;365.2;2020-04-28 07:45:00;2020-04-28 08:30:00;true;0.0;32.0;No weather;
2020-04-28 08:35:02;2020-04-28 09:24:26;10%;-65%;;0;107;Normal;101.1;;0.0;2963.8;2904.5;59.3;2020-04-28 08:55:00;2020-04-28 09:40:00;true;0.0;32.0;No weather;
2020-04-30 03:31:53;2020-04-30 08:30:30;56%;-65%;;0;841;Normal;100.7;;42.4;17917.0;14811.4;2388.9;2020-04-30 07:45:00;2020-04-30 08:30:00;true;462.0;32.0;No weather;
2020-05-05 02:00:11;2020-05-05 07:51:38;63%;0%;;0;1256;Normal;100.9;;62.1;21087.3;17994.5;1687.0;2020-05-05 07:45:00;2020-05-05 08:30:00;true;0.0;32.0;No weather;
2020-05-07 01:41:45;2020-05-07 07:55:15;62%;97%;;0;509;Normal;100.6;;85.4;22410.7;16359.8;2241.1;2020-05-07 07:45:00;2020-05-07 08:30:00;true;0.0;32.0;No weather;
2020-05-11 23:22:52;2020-05-12 07:19:47;91%;0%;;0;1181;Normal;100.8;;34.0;28615.6;25467.9;1049.2;2020-05-12 07:15:00;2020-05-12 08:00:00;true;0.0;32.0;No weather;
2020-05-13 02:29:08;2020-05-13 07:52:59;58%;70%;;0;3311;Normal;100.8;;58.1;19430.9;16451.5;388.6;2020-05-13 08:15:00;2020-05-13 09:00:00;true;0.0;32.0;No weather;
2020-05-14 01:38:24;2020-05-14 07:50:07;66%;81%;;0;751;Normal;100.8;;60.7;22303.0;16801.6;446.1;2020-05-14 07:45:00;2020-05-14 08:30:00;true;170.0;32.0;No weather;
2020-05-17 03:13:51;2020-05-17 09:07:24;65%;76%;;0;2146;Normal;100.5;;46.6;21213.8;17536.7;424.3;2020-05-17 08:45:00;2020-05-17 09:30:00;true;0.0;32.0;No weather;
2020-05-19 02:38:34;2020-05-19 08:15:40;57%;88%;;0;654;Normal;100.7;;82.8;20226.5;17597.1;404.5;2020-05-19 07:45:00;2020-05-19 08:30:00;true;0.0;32.0;No weather;
2020-05-21 02:23:04;2020-05-21 08:09:38;63%;97%;;0;1259;Normal;100.9;;53.8;20794.1;15526.2;415.9;2020-05-21 07:30:00;2020-05-21 08:15:00;true;0.0;32.0;No weather;
2020-06-02 02:34:57;2020-06-02 07:48:38;61%;0%;;0;593;Normal;100.7;;29.6;18820.3;15056.2;2885.8;2020-06-02 07:45:00;2020-06-02 08:30:00;true;0.0;32.0;No weather;
2020-06-04 01:11:00;2020-06-04 07:23:05;66%;85%;;0;267;Normal;100.4;;65.6;22325.7;17711.7;446.5;2020-06-04 07:15:00;2020-06-04 08:00:00;true;0.0;32.0;No weather;
2020-06-09 02:19:01;2020-06-09 07:28:04;58%;0%;;0;507;Normal;101.4;;38.5;18542.6;14030.5;2101.5;2020-06-09 07:15:00;2020-06-09 08:00:00;true;0.0;32.0;No weather;
2020-06-27 01:40:30;2020-06-27 08:10:48;71%;0%;;0;1238;Normal;100.4;;52.5;23418.3;19359.1;468.4;2020-06-27 08:05:00;2020-06-27 08:50:00;true;144.0;32.0;No weather;
2020-06-28 01:41:33;2020-06-28 08:08:24;70%;100%;;0;1313;Normal;100.2;;52.7;23211.1;19806.8;464.2;2020-06-28 08:05:00;2020-06-28 08:50:00;true;0.0;32.0;No weather;
2020-07-15 02:40:54;2020-07-15 08:32:10;57%;0%;;0;1812;Normal;100.5;;96.2;21076.5;18055.5;421.5;2020-07-15 08:05:00;2020-07-15 08:50:00;true;0.0;32.0;No weather;
2020-10-05 01:03:18;2020-10-05 07:32:40;78%;0%;;0;1052;Normal;101.1;;12.4;23362.1;17210.1;3660.1;2020-10-05 07:15:00;2020-10-05 08:00:00;true;0.0;32.0;No weather;
2020-10-12 00:20:53;2020-10-12 07:02:52;80%;0%;;0;2161;Normal;101.0;;14.9;24118.7;21867.6;482.4;2020-10-12 07:00:00;2020-10-12 07:45:00;true;0.0;32.0;No weather;
2020-10-13 01:33:28;2020-10-13 08:43:28;82%;76%;;0;707;Normal;101.0;;33.9;25800.3;23392.3;1548.0;2020-10-13 08:35:00;2020-10-13 09:20:00;true;0.0;32.0;No weather;
2020-10-14 00:34:07;2020-10-14 07:22:54;81%;78%;;0;947;Normal;100.9;;16.3;24526.8;20766.0;1471.6;2020-10-14 07:05:00;2020-10-14 07:50:00;true;0.0;32.0;No weather;
2020-10-15 01:36:47;2020-10-15 08:33:33;83%;79%;;0;668;Normal;100.9;;14.4;25005.8;21588.3;2500.6;2020-10-15 08:25:00;2020-10-15 09:10:00;true;0.0;32.0;No weather;
2020-10-16 04:10:13;2020-10-16 09:29:10;64%;78%;;0;699;Normal;100.8;;10.0;19137.5;16522.0;1212.0;2020-10-16 11:25:00;2020-10-16 12:10:00;true;0.0;32.0;No weather;
2020-10-19 00:37:44;2020-10-19 07:12:09;78%;51%;;0;1019;Normal;100.8;;19.8;23665.2;22718.6;473.3;2020-10-19 07:05:00;2020-10-19 07:50:00;true;0.0;32.0;No weather;
2020-10-20 01:26:28;2020-10-20 08:41:29;83%;81%;;0;2809;Normal;100.6;;32.5;26100.7;23751.6;522.0;2020-10-20 08:45:00;2020-10-20 09:30:00;true;0.0;32.0;No weather;
2020-10-21 01:02:25;2020-10-21 07:48:53;83%;85%;;0;324;Normal;100.3;;3.1;24388.3;23900.5;487.8;2020-10-21 08:10:00;2020-10-21 08:55:00;true;0.0;32.0;No weather;
